,ID,Match link
0,S0506 - 000,http://www.uefa.com/uefachampionsleague/history/season=2005/matches/round=2198/match=81176/events/index.html
1,S0506 - 001,http://www.uefa.com/uefachampionsleague/history/season=2005/matches/round=2198/match=81178/events/index.html
2,S0506 - 002,http://www.uefa.com/uefachampionsleague/history/season=2005/matches/round=2198/match=81172/events/index.html
3,S0506 - 003,http://www.uefa.com/uefachampionsleague/history/season=2005/matches/round=2198/match=81184/events/index.html
4,S0506 - 004,http://www.uefa.com/uefachampionsleague/history/season=2005/matches/round=2198/match=81180/events/index.html
5,S0506 - 005,http://www.uefa.com/uefachampionsleague/history/season=2005/matches/round=2198/match=81186/events/index.html
6,S0506 - 006,http://www.uefa.com/uefachampionsleague/history/season=2005/matches/round=2198/match=81173/events/index.html
7,S0506 - 007,http://www.uefa.com/uefachampionsleague/history/season=2005/matches/round=2198/match=81171/events/index.html
8,S0506 - 008,http://www.uefa.com/uefachampionsleague/history/season=2005/matches/round=2198/match=81167/events/index.html
9,S0506 - 009,http://www.uefa.com/uefachampionsleague/history/season=2005/matches/round=2198/match=81169/events/index.html
10,S0506 - 010,http://www.uefa.com/uefachampionsleague/history/season=2005/matches/round=2198/match=81189/events/index.html
11,S0506 - 011,http://www.uefa.com/uefachampionsleague/history/season=2005/matches/round=2198/match=81181/events/index.html
12,S0506 - 012,http://www.uefa.com/uefachampionsleague/history/season=2005/matches/round=2198/match=81185/events/index.html
13,S0506 - 013,http://www.uefa.com/uefachampionsleague/history/season=2005/matches/round=2198/match=81187/events/index.html
14,S0506 - 014,http://www.uefa.com/uefachampionsleague/history/season=2005/matches/round=2198/match=81177/events/index.html
15,S0506 - 015,http://www.uefa.com/uefachampionsleague/history/season=2005/matches/round=2198/match=81179/events/index.html
16,S0506 - 016,http://www.uefa.com/uefachampionsleague/history/season=2005/matches/round=2198/match=81175/events/index.html
17,S0506 - 017,http://www.uefa.com/uefachampionsleague/history/season=2005/matches/round=2198/match=81183/events/index.html
18,S0506 - 018,http://www.uefa.com/uefachampionsleague/history/season=2005/matches/round=2199/match=81455/events/index.html
19,S0506 - 019,http://www.uefa.com/uefachampionsleague/history/season=2005/matches/round=2199/match=81473/events/index.html
20,S0506 - 020,http://www.uefa.com/uefachampionsleague/history/season=2005/matches/round=2199/match=81479/events/index.html
21,S0506 - 021,http://www.uefa.com/uefachampionsleague/history/season=2005/matches/round=2199/match=81465/events/index.html
22,S0506 - 022,http://www.uefa.com/uefachampionsleague/history/season=2005/matches/round=2199/match=81453/events/index.html
23,S0506 - 023,http://www.uefa.com/uefachampionsleague/history/season=2005/matches/round=2199/match=81467/events/index.html
24,S0506 - 024,http://www.uefa.com/uefachampionsleague/history/season=2005/matches/round=2199/match=81471/events/index.html
25,S0506 - 025,http://www.uefa.com/uefachampionsleague/history/season=2005/matches/round=2199/match=81457/events/index.html
26,S0506 - 026,http://www.uefa.com/uefachampionsleague/history/season=2005/matches/round=2199/match=81461/events/index.html
27,S0506 - 027,http://www.uefa.com/uefachampionsleague/history/season=2005/matches/round=2199/match=81469/events/index.html
28,S0506 - 028,http://www.uefa.com/uefachampionsleague/history/season=2005/matches/round=2199/match=81475/events/index.html
