,ID,Match link
0,S9900 - 000,http://www.uefa.com/uefachampionsleague/history/season=1999/matches/round=1283/match=56645/events/index.html
1,S9900 - 001,http://www.uefa.com/uefachampionsleague/history/season=1999/matches/round=1283/match=56651/events/index.html
2,S9900 - 002,http://www.uefa.com/uefachampionsleague/history/season=1999/matches/round=1283/match=56659/events/index.html
3,S9900 - 003,http://www.uefa.com/uefachampionsleague/history/season=1999/matches/round=1283/match=56655/events/index.html
4,S9900 - 004,http://www.uefa.com/uefachampionsleague/history/season=1999/matches/round=1283/match=56647/events/index.html
5,S9900 - 005,http://www.uefa.com/uefachampionsleague/history/season=1999/matches/round=1283/match=56653/events/index.html
6,S9900 - 006,http://www.uefa.com/uefachampionsleague/history/season=1999/matches/round=1283/match=56643/events/index.html
7,S9900 - 007,http://www.uefa.com/uefachampionsleague/history/season=1999/matches/round=1283/match=56649/events/index.html
8,S9900 - 008,http://www.uefa.com/uefachampionsleague/history/season=1999/matches/round=1283/match=56657/events/index.html
9,S9900 - 009,http://www.uefa.com/uefachampionsleague/history/season=1999/matches/round=1284/match=56859/events/index.html
10,S9900 - 010,http://www.uefa.com/uefachampionsleague/history/season=1999/matches/round=1284/match=56863/events/index.html
11,S9900 - 011,http://www.uefa.com/uefachampionsleague/history/season=1999/matches/round=1284/match=56849/events/index.html
12,S9900 - 012,http://www.uefa.com/uefachampionsleague/history/season=1999/matches/round=1284/match=56845/events/index.html
13,S9900 - 013,http://www.uefa.com/uefachampionsleague/history/season=1999/matches/round=1284/match=56871/events/index.html
14,S9900 - 014,http://www.uefa.com/uefachampionsleague/history/season=1999/matches/round=1284/match=56865/events/index.html
15,S9900 - 015,http://www.uefa.com/uefachampionsleague/history/season=1999/matches/round=1284/match=56857/events/index.html
16,S9900 - 016,http://www.uefa.com/uefachampionsleague/history/season=1999/matches/round=1284/match=56847/events/index.html
17,S9900 - 017,http://www.uefa.com/uefachampionsleague/history/season=1999/matches/round=1284/match=56851/events/index.html
18,S9900 - 018,http://www.uefa.com/uefachampionsleague/history/season=1999/matches/round=1284/match=56853/events/index.html
19,S9900 - 019,http://www.uefa.com/uefachampionsleague/history/season=1999/matches/round=1284/match=56861/events/index.html
20,S9900 - 020,http://www.uefa.com/uefachampionsleague/history/season=1999/matches/round=1284/match=56855/events/index.html
